0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 -0.413758 
0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 0.39166 
-0.777058 1.31726 -0.777058 -2.87137 -0.777058 1.31726 -0.777058 -2.87137 -0.777058 1.31726 -0.777058 -2.87137 -0.777058 1.31726 -0.777058 -2.87137 -0.777058 1.31726 -0.777058 -2.87137 -0.777058 1.31726 -0.777058 -2.87137 -0.777058 1.31726 -0.777058 -2.87137 -0.777058 1.31726 -0.777058 -2.87137 
0.834115 3.29382 0.834115 -1.62559 0.834115 3.29382 0.834115 -1.62559 0.834115 3.29382 0.834115 -1.62559 0.834115 3.29382 0.834115 -1.62559 0.834115 3.29382 0.834115 -1.62559 0.834115 3.29382 0.834115 -1.62559 0.834115 3.29382 0.834115 -1.62559 0.834115 3.29382 0.834115 -1.62559 
-0.955286 -0.51114 -0.955286 -1.39943 -0.955286 -0.51114 -0.955286 -1.39943 -0.955286 -0.51114 -0.955286 -1.39943 -0.955286 -0.51114 -0.955286 -1.39943 -0.955286 -0.51114 -0.955286 -1.39943 -0.955286 -0.51114 -0.955286 -1.39943 -0.955286 -0.51114 -0.955286 -1.39943 -0.955286 -0.51114 -0.955286 -1.39943 
1.17815 1.1795 1.17815 1.17679 1.17815 1.1795 1.17815 1.17679 1.17815 1.1795 1.17815 1.17679 1.17815 1.1795 1.17815 1.17679 1.17815 1.1795 1.17815 1.17679 1.17815 1.1795 1.17815 1.17679 1.17815 1.1795 1.17815 1.17679 1.17815 1.1795 1.17815 1.17679 
-1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 -1.59504 
2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 2.47161 
-4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 -4.85763 
17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 17.1875 
1902.46 1902.52 1902.47 1902.32 1902.07 1901.74 1901.34 1900.88 1900.38 1899.87 1899.35 1898.85 1898.38 1897.97 1897.63 1897.37 1897.21 1897.15 1897.2 1897.34 1897.58 1897.9 1898.3 1898.76 1899.25 1899.78 1900.3 1900.81 1901.29 1901.7 1902.05 1902.3 
32.1654 29.6761 28.9 29.3694 28.6449 25.4454 21.3671 19.039 18.9666 18.9676 16.9235 13.4634 11.2599 11.7887 13.5319 13.8428 12.1966 10.8398 12.0337 15.2818 17.938 18.4297 18.1302 19.5971 23.3569 27.1972 28.8198 28.5617 28.8364 31.0203 33.6585 34.2096 
-20.3835 -24.6306 -26.6129 -26.9388 -29.138 -35.0284 -42.1613 -46.5498 -47.3501 -47.7304 -50.8434 -55.8634 -58.9799 -58.1204 -55.5695 -55.2252 -57.8412 -60.0956 -58.6337 -54.1178 -50.3224 -49.4264 -49.3238 -46.2708 -39.602 -32.7054 -29.0601 -28.2282 -26.717 -22.5969 -18.1293 -17.1402 
224.822 215.366 213.501 217.841 216.243 206.343 194.023 186.745 189.261 192.516 186.285 175.867 169.959 172.428 180.517 182.327 174.847 169.615 172.927 182.514 191.235 190.632 186.243 190.288 201.853 213.322 218.096 214.577 213.387 221.386 230.015 231.449 
30.2478 17.1986 15.2547 20.4337 20.9582 4.09793 -19.4643 -28.4148 -23.9396 -19.1723 -24.96 -42.6165 -52.9982 -44.2226 -31.505 -29.452 -39.9737 -53.1061 -49.9596 -32.5323 -22.1124 -24.4359 -30.5969 -27.593 -7.27566 14.6098 19.668 14.8016 13.8497 23.7867 40.3191 44.1294 
40.8056 27.1758 26.7554 34.5299 37.7289 20.6228 -4.13205 -12.9053 -6.7536 -2.35786 -9.92149 -32.6974 -46.3487 -37.5022 -23.2321 -20.7347 -31.391 -45.1795 -39.2573 -16.3349 -2.44008 -3.3768 -10.6835 -8.65014 12.2206 35.0912 37.6668 29.8799 25.8578 35.1435 52.4837 56.5296 
45.2996 28.1895 31.8643 43.0989 54.0375 28.7968 -15.5233 -22.3129 -9.89045 -5.80226 -13.6876 -54.1848 -81.0926 -58.611 -37.4698 -35.491 -49.3007 -79.4585 -71.2014 -27.3624 -10.0172 -11.2797 -21.7854 -26.9049 7.90607 47.4215 44.6226 32.4358 25.9212 35.1023 66.0441 75.0847 
35.9437 28.0168 32.5543 35.028 46.1328 32.6891 -6.2561 -4.6634 -0.0775582 -6.88864 -10.55 -43.427 -74.1765 -51.5082 -45.5317 -46.1815 -44.8352 -68.6308 -58.6039 -15.4623 -6.35019 0.0578571 2.15174 -8.68345 19.9938 48.3417 40.0989 34.2204 31.5181 30.2261 54.2853 61.4609 
9.71096 2.90392 15.7585 30.2832 46.9082 39.2682 2.76475 11.7016 25.556 17.0309 6.57786 -37.4559 -78.758 -51.3588 -43.922 -48.3276 -48.988 -76.8152 -60.9097 -3.30966 10.8098 17.3682 12.0152 -5.14184 22.4812 46.1029 31.263 16.1941 3.22314 3.00552 27.3893 33.5236 
-41.1166 -42.016 -35.0694 -41.2812 -37.1609 -24.3237 -50.4471 -21.7264 -2.246 -4.8822 35.429 55.1854 36.2118 83.591 66.1186 51.9884 78.0772 52.7201 47.2013 56.9483 9.49741 -5.49744 -14.2352 -45.8008 -23.0769 -27.5552 -40.2033 -35.6893 -39.9485 -43.4556 -29.0496 -30.89 
-22.0217 -34.0807 -8.96331 4.67628 -6.59312 4.95479 22.0414 48.9578 67.0052 52.814 107.642 257.764 497.692 406.326 162.674 122.257 301.413 512.217 344.934 146.009 64.2056 47.6533 42.1713 29.4723 19.4584 -13.2828 -11.8885 1.53003 -25.6654 -34.9688 -21.6837 -13.2211 
25.9557 24.7864 23.356 25.4581 19.7619 28.4726 34.8719 30.5981 39.3024 36.4829 37.2672 100.001 861.808 417.736 40.5373 36.4033 143.042 977.645 234.189 55.2237 28.0675 41.8206 35.9087 28.5655 39.4663 24.1461 20.1986 28.6757 22.0803 25.8192 25.5513 19.5355 
48.3869 50.0598 52.1892 58.7038 62.08 74.2272 90.1434 96.4626 113.281 119.894 129.727 158.744 1194.19 505.471 127.311 142.288 187.728 1437.17 239.592 132.648 123.811 112.034 99.2675 89.0814 80.0813 64.4268 55.6313 54.0815 48.5034 48.474 46.095 43.8097 
-27.9815 -32.7532 -38.1508 -46.0128 -51.3149 -52.9873 -55.8389 -60.5093 -63.2262 -76.7902 -72.5658 -79.6877 1119.61 229.708 -121.692 -98.0873 -87.4283 1542.02 -54.8473 -83.525 -64.1382 -70.6567 -60.6447 -52.9074 -52.3964 -49.9876 -47.078 -40.5851 -32.6211 -28.3225 -26.5951 -24.9545 
36.2843 38.4634 44.4829 55.3182 69.4555 86.8148 106.603 124.043 137.633 149.418 164.242 171.604 1656.61 410.29 164.055 171.143 125.579 2349.78 120.309 170.172 160.817 138.081 126.818 113.618 94.6579 73.8408 58.0993 47.9248 40.897 36.0471 35.0306 35.7375 
-14.2419 -21.9131 -29.983 -36.4415 -43.8335 -52.5632 -59.0197 -70.3805 -86.1878 -100.176 -116.728 -111.978 1474.18 -0.281225 -178.612 -177.056 -242.673 2399.78 -225.591 -111.07 -95.4378 -95.2203 -79.6655 -59.693 -51.667 -48.5115 -40.891 -31.2005 -22.6478 -17.612 -12.5233 -10.2107 
-1.64161 -0.0691401 5.87687 18.1072 32.4297 46.6968 65.9643 79.8051 89.9456 100.063 100.748 136.546 1772.18 221.357 86.0934 86.0572 8.47267 2822.34 6.34701 117.866 113.199 88.7646 77.3499 74.5304 56.7775 34.6316 20.031 10.7281 3.87841 -2.78274 -3.85081 -1.91058 
10.7944 4.96301 -0.556548 -3.29181 -6.69812 -12.356 -15.328 -23.5104 -33.7996 -43.1575 -59.9853 -44.394 1564 40.5774 -113.69 -114.713 -186.16 2566.94 -171.868 -49.8831 -37.0595 -41.1941 -32.4003 -14.528 -9.84388 -10.6252 -6.81682 -0.425297 5.30414 7.75167 11.4271 13.8701 
-6.21935 -6.63072 -4.77047 1.37883 8.93129 16.4721 25.1532 31.5398 36.8847 42.7514 43.8678 52.8103 1607.21 234.114 27.1425 28.5456 -31.4006 2428.32 -36.7073 51.6193 51.5573 35.512 30.2179 29.2615 21.6749 10.2157 2.05833 -2.26087 -4.86433 -7.28754 -7.04836 -5.83881 
0.581385 -0.0993462 0.804909 4.7552 9.93069 15.9501 20.5533 26.4061 32.1297 38.2699 45.7536 34.8674 1463.83 315.215 35.7421 40.4123 8.95217 2032.02 6.15993 47.9235 45.2471 31.993 27.5818 22.6721 18.5586 11.6977 5.53149 2.30298 0.481727 -0.0774633 0.351521 0.735832 
28.9972 24.8235 20.5295 16.6207 12.227 8.22228 1.08245 -1.61443 -3.72107 -7.30321 -2.42832 -27.1537 1197.82 310.078 -26.5162 -20.03 -9.36547 1522.48 14.2763 -2.88167 -3.68711 -6.13033 -2.03874 -0.973895 6.19408 11.2926 14.9233 19.522 23.3517 27.6268 30.065 30.3485 
17.5601 21.0454 27.9417 36.2999 45.9954 58.0326 68.319 84.1473 97.0867 110.651 132.902 139.973 1120.93 511.598 140.485 146.056 220.873 1234.87 275.968 140.179 119.116 100.078 89.3273 72.3096 61.6296 50.1089 39.2484 30.9166 22.9284 18.6064 15.4831 14.6662 
29.3519 26.8137 23.3587 17.3097 10.7453 7.00519 2.10363 0.138525 -7.62207 -15.3372 -14.3666 26.4897 644.792 280.199 -53.5922 -57.0049 79.5703 670.163 195.675 -12.8758 -14.4322 -11.6947 -1.47387 0.495607 4.89947 9.10969 15.2689 21.5632 25.715 28.9352 29.5378 29.2536 
-8.14103 -6.7238 -5.72566 -4.95171 -2.17331 2.70942 4.78525 5.98423 5.49524 7.04896 19.7729 145.179 402.276 225.399 3.15753 -18.0508 140.963 379.271 272.117 27.9656 7.50863 3.43296 4.69986 4.76663 3.4575 -0.450574 -3.38324 -4.91681 -5.56581 -6.9393 -9.00188 -9.55682 
