-2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 -2.43638e-05 
0.00420069 0.00413711 0.00403344 0.00389069 0.00371023 0.0034938 0.00324348 0.00296168 0.00265111 0.00231478 0.00195591 0.00157796 0.00118457 0.000779537 0.000366754 -4.98032e-05 -0.000466122 -0.000878192 -0.00128205 -0.0016738 -0.00204967 -0.00240604 -0.00273948 -0.00304678 -0.00332498 -0.0035714 -0.00378367 -0.00395973 -0.00409791 -0.00419686 -0.00425564 -0.00427367 -0.00425078 -0.0041872 -0.00408354 -0.00394079 -0.00376033 -0.00354389 -0.00329357 -0.00301177 -0.00270121 -0.00236487 -0.002006 -0.00162805 -0.00123467 -0.00082963 -0.000416846 -2.89635e-07 0.000416029 0.000828099 0.00123195 0.0016237 0.00199957 0.00235595 0.00268939 0.00299669 0.00327489 0.00352131 0.00373357 0.00390964 0.00404782 0.00414677 0.00420554 0.00422357 
-0.00154944 -0.0012818 -0.000916449 -0.00046477 5.80161e-05 0.0006334 0.00124029 0.0018558 0.00245613 0.00301751 0.00351705 0.00393373 0.00424913 0.00444823 0.00451997 0.00445774 0.00425964 0.00392865 0.00347247 0.00290338 0.00223771 0.00149536 0.000699023 -0.000126587 -0.000955655 -0.00176219 -0.00252097 -0.00320844 -0.0038036 -0.00428873 -0.00465001 -0.00487805 -0.00496815 -0.00492051 -0.00474011 -0.00443656 -0.00402366 -0.00351884 -0.00294254 -0.00231733 -0.0016671 -0.00101613 -0.000388132 0.000194601 0.000712068 0.00114729 0.00148695 0.00172184 0.00184723 0.00186294 0.00177337 0.00158724 0.00131722 0.000979369 0.00059251 0.000177402 -0.000244092 -0.000649905 -0.00101867 -0.00133061 -0.00156831 -0.00171751 -0.00176762 -0.00171225 
0.00382238 0.00342718 0.0029111 0.00233378 0.00176509 0.00127808 0.000941424 0.000811947 0.000928122 0.00130499 0.00193111 0.00276786 0.00375124 0.00479599 0.00580191 0.0066617 0.00726982 0.00753161 0.00737177 0.00674169 0.00562478 0.00403941 0.00203914 -0.000289836 -0.00283391 -0.00545951 -0.00802228 -0.0103772 -0.0123891 -0.0139421 -0.0149482 -0.0153534 -0.0151418 -0.014336 -0.0129952 -0.0112109 -0.00909922 -0.00679262 -0.00442964 -0.002145 -5.99755e-05 0.00172579 0.00314063 0.00414473 0.00473136 0.00492543 0.00477955 0.00436796 0.00377896 0.00310651 0.00244166 0.00186473 0.00143869 0.00120446 0.00117841 0.00135222 0.0016951 0.00215807 0.00267988 0.00319398 0.00363583 0.00394998 0.00409603 0.00405312 
-0.000669659 -0.000453433 -6.7616e-05 0.000447846 0.00103808 0.00164142 0.00219839 0.00266019 0.00299531 0.00319317 0.0032643 0.00323698 0.00315089 0.00304884 0.00296782 0.00293106 0.00294226 0.0029831 0.0030146 0.00298222 0.00282403 0.0024809 0.00190698 0.00107913 3.55524e-06 -0.00128129 -0.0027063 -0.00417764 -0.00558644 -0.00682094 -0.00777948 -0.00838271 -0.0085831 -0.00837068 -0.00777409 -0.00685684 -0.00570924 -0.00443725 -0.00314967 -0.00194555 -0.000903318 -7.32862e-05 0.000525756 0.00090546 0.00110273 0.00117135 0.0011718 0.0011609 0.00118273 0.0012623 0.0014027 0.00158619 0.00177875 0.00193736 0.00201874 0.00198801 0.00182602 0.00153393 0.00113447 0.000669605 0.000195008 -0.000227867 -0.000540752 -0.000697221 
0.00713888 0.00671786 0.00584329 0.00465543 0.00334986 0.00213683 0.00119766 0.000648171 0.000517211 0.000745205 0.00120251 0.00172301 0.00214469 0.00234743 0.00227895 0.00196278 0.00148667 0.000974391 0.000548144 0.000291223 0.000220408 0.000275511 0.000329306 0.000216173 -0.000226855 -0.00111614 -0.00248514 -0.00426476 -0.00628588 -0.00830449 -0.0100447 -0.0112506 -0.0117368 -0.0114246 -0.010359 -0.00869961 -0.00669008 -0.00461062 -0.00272541 -0.00123524 -0.000245358 0.000245008 0.000330516 0.00016857 -6.27769e-05 -0.000207755 -0.000166735 8.63986e-05 0.000506584 0.000997996 0.00144661 0.00175612 0.00187792 0.00182726 0.00168165 0.00156162 0.00159884 0.00189948 0.00251223 0.00340922 0.00448507 0.00557504 0.00648846 0.00704995 
0.00147657 0.00220518 0.003133 0.00403489 0.00466977 0.00485485 0.00452478 0.00375599 0.00274696 0.00175974 0.00104063 0.000745006 0.000890714 0.0013552 0.00191759 0.00233232 0.00241025 0.00208082 0.00141436 0.000597042 -0.000133902 -0.000573635 -0.000624338 -0.000336033 0.000100833 0.00040998 0.000314766 -0.000371923 -0.00168161 -0.00346904 -0.00544297 -0.00724018 -0.00852045 -0.00905449 -0.00877919 -0.00780527 -0.00637737 -0.00480065 -0.00335764 -0.00224041 -0.00151666 -0.00113655 -0.000973499 -0.000882096 -0.000751951 -0.000539856 -0.000271495 -1.556e-05 0.000157132 0.000212143 0.000171994 0.000110788 0.000125181 0.000293343 0.000638455 0.00111193 0.00160441 0.00198222 0.00213698 0.00203061 0.00171822 0.00133884 0.00107466 0.00109099 
0.00403905 0.00411147 0.00413948 0.00416847 0.00422128 0.00427667 0.004269 0.00411325 0.00374714 0.00317147 0.00246796 0.00178175 0.00127145 0.001045 0.0011091 0.00135666 0.0016022 0.00165445 0.00139753 0.000845791 0.000145518 -0.000482017 -0.000836677 -0.000836602 -0.00057458 -0.000305685 -0.000364743 -0.0010409 -0.00245572 -0.00449252 -0.00680705 -0.00891943 -0.0103569 -0.0107973 -0.0101637 -0.00863808 -0.0065935 -0.00447189 -0.00265338 -0.00136178 -0.000633896 -0.000354422 -0.000333547 -0.00039207 -0.000420878 -0.000397009 -0.000358818 -0.000359331 -0.000423066 -0.000526 -0.000604782 -0.000586742 -0.000423373 -0.000110351 0.000314423 0.000791537 0.00126731 0.0017133 0.00212908 0.00252905 0.00292248 0.00329938 0.00363067 0.00388297 
0.000769524 0.00123271 0.00200398 0.00298675 0.00400607 0.00485592 0.00535893 0.00541821 0.00504389 0.00434696 0.00350364 0.0027033 0.00209613 0.0017558 0.00166623 0.00173502 0.00182873 0.00181991 0.00163207 0.0012682 0.000811632 0.000395512 0.000147986 0.000130777 0.000294827 0.000474223 0.000427639 -8.14649e-05 -0.00119192 -0.00287386 -0.00490942 -0.00693751 -0.00855057 -0.0094115 -0.00934991 -0.00840552 -0.00680593 -0.00489108 -0.00301416 -0.00145398 -0.0003648 0.000228176 0.000397029 0.000263205 -4.6195e-05 -0.000425443 -0.000798819 -0.00111704 -0.00134988 -0.00148056 -0.00150297 -0.00141973 -0.00123958 -0.000974513 -0.000639175 -0.000254104 0.000148605 0.000522175 0.000810379 0.000963727 0.000962816 0.000838933 0.000679923 0.00061351 
0.00249383 0.0026945 0.00277634 0.00279272 0.00284567 0.0030016 0.00321927 0.0033436 0.00318069 0.00261693 0.00171177 0.000702496 -9.27573e-05 -0.000427201 -0.000250546 0.000263802 0.000807461 0.00109536 0.00100875 0.000647334 0.000265125 0.000127275 0.000364091 0.000895317 0.00145707 0.00171109 0.0013799 0.000347801 -0.00130667 -0.00334578 -0.00544727 -0.00728445 -0.00858834 -0.0091847 -0.00901051 -0.00811635 -0.00665673 -0.00486659 -0.00302224 -0.0013904 -0.000175573 0.000520607 0.000715313 0.000529526 0.000145067 -0.000253666 -0.000533973 -0.000645552 -0.000616024 -0.000514294 -0.000400193 -0.000286804 -0.000136264 0.000108407 0.000474661 0.000926242 0.00136819 0.00169247 0.00183898 0.00183399 0.0017791 0.00179385 0.00194552 0.00221059 
